total_points_avg_1gw,total_points_avg_3gw,total_points_avg_5gw,total_points_avg_10gw,minutes_avg_1gw,minutes_avg_3gw,minutes_avg_5gw,minutes_avg_10gw,goals_scored_avg_1gw,goals_scored_avg_3gw,goals_scored_avg_5gw,goals_scored_avg_10gw,assists_avg_1gw,assists_avg_3gw,assists_avg_5gw,assists_avg_10gw,clean_sheets_avg_1gw,clean_sheets_avg_3gw,clean_sheets_avg_5gw,clean_sheets_avg_10gw,goals_conceded_avg_1gw,goals_conceded_avg_3gw,goals_conceded_avg_5gw,goals_conceded_avg_10gw,bonus_avg_1gw,bonus_avg_3gw,bonus_avg_5gw,bonus_avg_10gw,bps_avg_1gw,bps_avg_3gw,bps_avg_5gw,bps_avg_10gw,influence_avg_1gw,influence_avg_3gw,influence_avg_5gw,influence_avg_10gw,creativity_avg_1gw,creativity_avg_3gw,creativity_avg_5gw,creativity_avg_10gw,threat_avg_1gw,threat_avg_3gw,threat_avg_5gw,threat_avg_10gw,ict_index_avg_1gw,ict_index_avg_3gw,ict_index_avg_5gw,ict_index_avg_10gw,saves_avg_1gw,saves_avg_3gw,saves_avg_5gw,saves_avg_10gw,value_avg_1gw,value_avg_3gw,value_avg_5gw,value_avg_10gw,selected_avg_1gw,selected_avg_3gw,selected_avg_5gw,selected_avg_10gw,transfers_in_avg_1gw,transfers_in_avg_3gw,transfers_in_avg_5gw,transfers_in_avg_10gw,transfers_out_avg_1gw,transfers_out_avg_3gw,transfers_out_avg_5gw,transfers_out_avg_10gw,fdr_attack,fdr_defense,is_home,target,sample_weight,round,player_id
0.25,0.2340425531914894,0.2,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444442,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.12987012987012986,0.18072289156626503,0.18072289156626503,0.18072289156626503,0.16515609264853975,0.20646244229962232,0.2216216216216216,0.2216216216216216,0.07865168539325842,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.16908212560386474,0.26119402985074625,0.26119402985074625,0.26119402985074625,0.0,0.0,0.0,0.0,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.20049369833980482,0.20190519540560464,0.20965824732161564,0.2586649505120539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,6,3.0,2,16
0.4,0.3297872340425532,0.3,0.3,0.5777777777777778,0.788888888888889,0.788888888888889,0.788888888888889,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4722222222222222,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4372294372294372,0.394578313253012,0.394578313253012,0.394578313253012,0.30614300100704933,0.29458665547629037,0.3162162162162162,0.3162162162162162,0.23595505617977527,0.27450980392156865,0.27450980392156865,0.27450980392156865,0.4444444444444444,0.4738805970149253,0.4738805970149253,0.4738805970149253,0.0,0.0,0.0,0.0,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.2340773214675577,0.21881522311765997,0.22721761108710625,0.2803287391654827,0.09145474411230524,0.06391598220876143,0.07087135282961925,0.0850456233955431,0.03586541351717679,0.03435455180469906,0.04580606907293209,0.04580606907293209,0.25,0.0,0.0,0,0.5,3,16
0.1,0.2340425531914894,0.2,0.2,0.0,0.525925925925926,0.525925925925926,0.525925925925926,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722222222222221,0.31851851851851853,0.31851851851851853,0.31851851851851853,0.0,0.2630522088353413,0.2630522088353413,0.2630522088353413,0.0,0.19639110365086027,0.21081081081081082,0.21081081081081082,0.0,0.18300653594771243,0.18300653594771243,0.18300653594771243,0.0,0.3159203980099502,0.3159203980099502,0.3159203980099502,0.0,0.0,0.0,0.0,0.6827586206896552,0.6873563218390805,0.6873563218390805,0.6873563218390805,0.09796609045589524,0.17876207614633094,0.18562644461486982,0.2290158184732831,0.03308443927317486,0.05802537861265525,0.06433973066858424,0.0772076768023011,0.34446576528346484,0.2428729315833528,0.32383057544447047,0.32383057544447047,0.75,0.5,1.0,0,0.5,4,16
0.1,0.17021276595744683,0.15,0.15,0.0,0.1925925925925926,0.3944444444444445,0.3944444444444445,0.0,0.16666666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722222222222221,0.26666666666666666,0.25555555555555554,0.25555555555555554,0.0,0.20281124497991965,0.197289156626506,0.197289156626506,0.0,0.12757028955098615,0.1581081081081081,0.1581081081081081,0.0,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.0,0.22885572139303478,0.23694029850746265,0.23694029850746265,0.0,0.0,0.0,0.0,0.6758620689655173,0.6827586206896552,0.6844827586206896,0.6844827586206896,0.06260322655511535,0.13247499766490317,0.15558603706868204,0.1919535963543659,0.0031474360746537944,0.05949183410823712,0.04947432496376582,0.059369189956518985,0.12342770753070184,0.32169173697586945,0.3216917369758695,0.3216917369758695,0.0,0.0,1.0,1,1.0,5,16
0.15000000000000002,0.06382978723404256,0.13333333333333333,0.13333333333333333,0.5,0.16666666666666669,0.41555555555555557,0.41555555555555557,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444442,0.11851851851851852,0.24888888888888888,0.24888888888888888,0.0606060606060606,0.02811244979919678,0.17469879518072287,0.17469879518072287,0.3252769385699899,0.1355434326479228,0.21378378378378377,0.21378378378378377,0.07865168539325842,0.04575163398692811,0.13725490196078433,0.13725490196078433,0.21739130434782608,0.11194029850746268,0.25671641791044775,0.25671641791044775,0.0,0.0,0.0,0.0,0.6758620689655173,0.6781609195402298,0.6827586206896552,0.6827586206896552,0.0520181139497306,0.07136135639893802,0.13534800111019268,0.16698500753642387,0.0010138867019173097,0.0173535700644826,0.03989373791417809,0.047872485497013714,0.032234000304877344,0.3193727791259163,0.27382065092990593,0.27382065092990593,0.0,0.25,0.0,2,1.0,6,16
0.2,0.10638297872340427,0.12,0.13333333333333333,0.7666666666666667,0.4222222222222222,0.36888888888888893,0.4740740740740741,0.0,0.0,0.1,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.08333333333333333,0.05,0.041666666666666664,0.0,0.0,0.0,0.0,0.2361111111111111,0.1925925925925926,0.26222222222222225,0.25555555555555554,0.04761904761904762,0.0502008032128514,0.15180722891566265,0.15662650602409636,0.1148036253776435,0.18338229122954258,0.20027027027027025,0.20382882882882886,0.33707865168539325,0.24183006535947713,0.22745098039215686,0.2124183006535948,0.2222222222222222,0.22636815920398007,0.2731343283582089,0.2711442786069651,0.0,0.0,0.0,0.0,0.6758620689655173,0.6758620689655173,0.6799999999999999,0.6816091954022988,0.07547579145311335,0.06381181202840283,0.10920150826904897,0.15538322987228165,0.1340740455822306,0.06440671416522643,0.08145313029773503,0.08145313029773504,0.017480516122290866,0.11056563820541127,0.2827508558310113,0.2356257131925094,1.0,0.5,1.0,8,3.0,7,16
0.5,0.27659574468085113,0.14666666666666667,0.19047619047619047,1.0,0.7555555555555555,0.4533333333333333,0.5492063492063493,0.5,0.16666666666666666,0.1,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.2857142857142857,0.0,0.08333333333333333,0.05,0.03571428571428571,0.0,0.0,0.0,0.0,0.40277777777777773,0.35555555555555557,0.24,0.2984126984126984,0.41991341991341985,0.24497991967871482,0.1469879518072289,0.2177280550774526,0.23766364551863042,0.2824171212757029,0.1818918918918919,0.2202702702702703,0.348314606741573,0.4444444444444445,0.26666666666666666,0.2689075630252101,0.44927536231884063,0.45771144278606957,0.27462686567164174,0.3315565031982942,0.0,0.0,0.0,0.0,0.6758620689655173,0.6758620689655173,0.6772413793103449,0.6807881773399014,0.12659208643849695,0.08529159479384288,0.08672183317127978,0.15651727146912325,0.243230037490369,0.1762661584522384,0.12849943925512214,0.13444112604597416,0.010585724928550573,0.03850669419065372,0.2698363173040458,0.20582767495229898,0.0,0.5,0.0,7,3.0,8,16
0.45000000000000007,0.40425531914893625,0.24,0.225,1.0,0.9222222222222223,0.6533333333333333,0.6055555555555556,0.0,0.16666666666666666,0.1,0.125,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.4,0.375,0.0,0.08333333333333333,0.05,0.03125,0.6666666666666666,0.2222222222222222,0.13333333333333333,0.08333333333333333,0.48611111111111105,0.5111111111111112,0.36444444444444446,0.3472222222222222,0.3116883116883117,0.36144578313253006,0.23373493975903611,0.24472891566265056,0.8086606243705942,0.4838438942509442,0.39891891891891895,0.32837837837837835,0.4943820224719101,0.6862745098039216,0.43921568627450974,0.3431372549019608,0.7391304347826088,0.7263681592039801,0.5029850746268656,0.43283582089552236,0.0,0.0,0.0,0.0,0.6827586206896552,0.6781609195402298,0.6772413793103449,0.6810344827586207,0.19511055977709757,0.13332487210725183,0.10703882003273484,0.16841760601596772,0.34370398595102813,0.335932555928042,0.22478324695502488,0.1975403140171316,0.01290603329776431,0.02616418779039763,0.10045365589554174,0.18422000072639,0.0,0.5,1.0,3,1.5,9,16
0.25,0.4255319148936171,0.28,0.22222222222222224,0.7222222222222222,0.9074074074074074,0.7977777777777778,0.6185185185185185,0.0,0.16666666666666666,0.1,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.4444444444444444,0.0,0.0,0.05,0.027777777777777776,0.0,0.2222222222222222,0.13333333333333333,0.07407407407407407,0.20833333333333331,0.4962962962962963,0.4,0.3358024691358025,0.02380952380952381,0.3504016064257027,0.24036144578313248,0.22121820615796517,0.019133937562940583,0.44397817876626106,0.40405405405405403,0.29474474474474477,0.033707865168539325,0.5098039215686274,0.45098039215686275,0.3115468409586057,0.033816425120772944,0.6293532338308457,0.5134328358208955,0.390547263681592,0.0,0.0,0.0,0.0,0.6896551724137931,0.6827586206896552,0.6799999999999999,0.6819923371647509,0.25183982704293334,0.19252675785751677,0.14661613773988183,0.18580549953589862,0.28681093867758406,0.4070958300804548,0.3127113970930687,0.23486057137605426,0.009535849045373487,0.02109086040895757,0.04227015457748174,0.16645752453232074,0.5,0.25,0.0,3,1.5,10,16
0.25,0.3191489361702128,0.30666666666666664,0.21999999999999997,1.0,0.9074074074074074,0.8977777777777778,0.6566666666666667,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.5,0.0,0.0,0.05,0.025,0.0,0.2222222222222222,0.13333333333333333,0.06666666666666667,0.13888888888888887,0.35555555555555557,0.3822222222222222,0.31555555555555553,0.1341991341991342,0.2178714859437751,0.26084337349397585,0.21777108433734935,0.2447129909365559,0.44691565253881665,0.38243243243243247,0.2981081081081081,0.449438202247191,0.5686274509803921,0.5803921568627451,0.3588235294117647,0.3719806763285024,0.5895522388059701,0.5611940298507463,0.40895522388059696,0.0,0.0,0.0,0.0,0.696551724137931,0.6896551724137931,0.6841379310344827,0.6834482758620689,0.2730280686148108,0.24168239357166327,0.19283859771683068,0.20244939426134168,0.13409868657498616,0.3562492789530454,0.35396414958661365,0.23631473250047505,0.024042323059540033,0.029684011902660356,0.03808530352544096,0.15595297722767343,0.0,0.25,0.0,12,3.0,11,16
