total_points_avg_1gw,total_points_avg_3gw,total_points_avg_5gw,total_points_avg_10gw,minutes_avg_1gw,minutes_avg_3gw,minutes_avg_5gw,minutes_avg_10gw,goals_scored_avg_1gw,goals_scored_avg_3gw,goals_scored_avg_5gw,goals_scored_avg_10gw,assists_avg_1gw,assists_avg_3gw,assists_avg_5gw,assists_avg_10gw,clean_sheets_avg_1gw,clean_sheets_avg_3gw,clean_sheets_avg_5gw,clean_sheets_avg_10gw,goals_conceded_avg_1gw,goals_conceded_avg_3gw,goals_conceded_avg_5gw,goals_conceded_avg_10gw,bonus_avg_1gw,bonus_avg_3gw,bonus_avg_5gw,bonus_avg_10gw,bps_avg_1gw,bps_avg_3gw,bps_avg_5gw,bps_avg_10gw,influence_avg_1gw,influence_avg_3gw,influence_avg_5gw,influence_avg_10gw,creativity_avg_1gw,creativity_avg_3gw,creativity_avg_5gw,creativity_avg_10gw,threat_avg_1gw,threat_avg_3gw,threat_avg_5gw,threat_avg_10gw,ict_index_avg_1gw,ict_index_avg_3gw,ict_index_avg_5gw,ict_index_avg_10gw,saves_avg_1gw,saves_avg_3gw,saves_avg_5gw,saves_avg_10gw,value_avg_1gw,value_avg_3gw,value_avg_5gw,value_avg_10gw,selected_avg_1gw,selected_avg_3gw,selected_avg_5gw,selected_avg_10gw,transfers_in_avg_1gw,transfers_in_avg_3gw,transfers_in_avg_5gw,transfers_in_avg_10gw,transfers_out_avg_1gw,transfers_out_avg_3gw,transfers_out_avg_5gw,transfers_out_avg_10gw,fdr_attack,fdr_defense,is_home,target,sample_weight,round,player_id
0.058823529411764705,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.109375,0.109375,0.109375,0.026974951830443163,0.03804347826086957,0.03804347826086957,0.03804347826086957,0.016563146997929608,0.026258205689277905,0.03278688524590164,0.03278688524590164,0.014492753623188406,0.025,0.025,0.025,0.02390438247011952,0.03896103896103895,0.03896103896103895,0.03896103896103895,0.0,0.0,0.0,0.0,0.5067567567567568,0.507900677200903,0.5115961800818554,0.5208333333333333,0.013529582449745906,0.013817395532546843,0.014563807382483801,0.016650622726649036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0,0.5,2,30
0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.078125,0.078125,0.078125,0.0,0.019021739130434784,0.019021739130434784,0.019021739130434784,0.0,0.013129102844638953,0.01639344262295082,0.01639344262295082,0.0,0.0125,0.0125,0.0125,0.0,0.019480519480519477,0.019480519480519477,0.019480519480519477,0.0,0.0,0.0,0.0,0.5067567567567568,0.507900677200903,0.5115961800818554,0.5208333333333333,0.011812565158002062,0.012940623941687709,0.013639672835012199,0.015594071009471086,0.0053174966841121165,0.003661586724538359,0.004711990714417693,0.0063730975839358705,0.027607371975863704,0.024664684942852084,0.029635272203854007,0.04773086245127759,0.25,0.0,0.0,0,0.5,3,30
0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.06770833333333333,0.06770833333333333,0.06770833333333333,0.0,0.012681159420289856,0.012681159420289856,0.012681159420289856,0.0,0.008752735229759301,0.010928961748633882,0.010928961748633882,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.012987012987012984,0.012987012987012984,0.012987012987012984,0.0,0.0,0.0,0.0,0.5,0.505643340857788,0.5093224192814917,0.5185185185185185,0.007051687140663295,0.011027648221894797,0.011623358700788594,0.01328884373849344,0.00012411517619994217,0.0024980343109370536,0.003214648556198326,0.004347900959147433,0.027865891196049614,0.033040222253760444,0.03969870210930014,0.0639391221662822,0.75,0.5,1.0,0,0.5,4,30
0.0,0.0,0.019230769230769232,0.019230769230769232,0.0,0.0,0.08333333333333334,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.046875,0.0625,0.0625,0.0,0.0,0.009510869565217392,0.009510869565217392,0.0,0.0,0.00819672131147541,0.00819672131147541,0.0,0.0,0.00625,0.00625,0.0,0.0,0.009740259740259738,0.009740259740259738,0.0,0.0,0.0,0.0,0.5,0.5033860045146727,0.5081855388813097,0.517361111111111,0.005851460972865599,0.008413829163125781,0.010292208245149297,0.011766955715179248,9.258321251671361e-05,0.0025405356960818337,0.002452006775374183,0.0033164068868210316,0.008134215867465813,0.03788501206337109,0.034139884034977315,0.05498603480902576,0.0,0.0,1.0,0,0.5,5,30
0.0,0.0,0.015384615384615385,0.015384615384615385,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.046875,0.059375,0.059375,0.0,0.0,0.007608695652173913,0.007608695652173913,0.0,0.0,0.006557377049180329,0.006557377049180329,0.0,0.0,0.005000000000000001,0.005000000000000001,0.0,0.0,0.007792207792207791,0.007792207792207791,0.0,0.0,0.0,0.0,0.49324324324324326,0.4988713318284425,0.5061391541609823,0.5152777777777777,0.005434908517878381,0.006242719924175157,0.009403839081206185,0.010751294123238948,7.44691057199653e-05,0.00013366377646981643,0.0019880011290704974,0.002688826434605293,0.0027523157381409203,0.023081185223779905,0.028493702092948617,0.04589223834257009,0.0,0.25,0.0,0,0.5,6,30
0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.046875,0.046875,0.057291666666666664,0.0,0.0,0.0,0.006340579710144928,0.0,0.0,0.0,0.005464480874316941,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.006493506493506492,0.0,0.0,0.0,0.0,0.49324324324324326,0.4966139954853273,0.5034106412005457,0.5138888888888888,0.005207708514208315,0.005614984807935621,0.00761223657597502,0.010027584543883174,7.44691057199653e-05,0.00011087317863855743,0.002014396837841649,0.0022704394664614666,0.0015282664001394436,0.007394331284860808,0.02914991219230516,0.03912428068111335,1.0,0.5,1.0,0,0.5,7,30
0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.046875,0.046875,0.055803571428571425,0.0,0.0,0.0,0.005434782608695652,0.0,0.0,0.0,0.004683840749414521,0.0,0.0,0.0,0.0035714285714285713,0.0,0.0,0.0,0.0055658627087198514,0.0,0.0,0.0,0.0,0.49324324324324326,0.4943566591422122,0.5006821282401092,0.5128968253968254,0.005064690642135336,0.005347149076040906,0.0061594978080893965,0.009485504898995262,5.970946314483704e-05,9.578210710164267e-05,0.00015076467892711668,0.0019665374470455663,0.0009687942493835687,0.0031265613851588453,0.017711786133251858,0.034013659188971826,0.0,0.5,0.0,0,0.5,8,30
0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.04166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.046875,0.046875,0.0546875,0.0,0.0,0.0,0.004755434782608696,0.0,0.0,0.0,0.004098360655737705,0.0,0.0,0.0,0.003125,0.0,0.0,0.0,0.004870129870129869,0.0,0.0,0.0,0.0,0.49324324324324326,0.4943566591422122,0.4993178717598909,0.5121527777777778,0.004926489731270909,0.005174070971159089,0.005701967565229232,0.009057684981988215,9.057053398374158e-05,0.00010317365234421316,0.00013887472002119266,0.00174785779372705,0.001001435565063608,0.0020837262110516416,0.006176672165451281,0.030194801603542078,0.0,0.5,1.0,0,0.5,9,30
0.0,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.03703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.046875,0.046875,0.05381944444444445,0.0,0.0,0.0,0.004227053140096619,0.0,0.0,0.0,0.003642987249544627,0.0,0.0,0.0,0.002777777777777778,0.0,0.0,0.0,0.004329004329004328,0.0,0.0,0.0,0.0,0.49324324324324326,0.4943566591422122,0.4979536152796726,0.5115740740740741,0.0048707506087148,0.005059362315137708,0.005490832049487341,0.008717314249596816,6.172214167780908e-05,9.732201236051151e-05,0.00012793595782774255,0.00157009023663455,0.000460895377402156,0.0014479933588274518,0.002881886386793947,0.027016901421380215,0.5,0.25,0.0,0,0.5,10,30
0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.046875,0.046875,0.053125,0.0,0.0,0.0,0.0038043478260869567,0.0,0.0,0.0,0.0032786885245901644,0.0,0.0,0.0,0.0025000000000000005,0.0,0.0,0.0,0.0038961038961038957,0.0,0.0,0.0,0.0,0.49324324324324326,0.4943566591422122,0.4979536152796726,0.5111111111111111,0.00481547024436903,0.0049745216379646455,0.005357474205899227,0.008438214405014539,6.91019629653732e-05,0.0001016337470853443,0.00012603356440279471,0.0014296451557201586,0.0004452275458757371,0.0011361537579199286,0.0018912642205718084,0.024469163598718993,0.0,0.25,0.0,0,0.5,11,30
