goals_scored,season,element_type,assists,team,influence,goals_conceded,clean_sheets,bps,round,expected_goal_involvements,expected_goals,player_id,bonus,opponent_team,minutes,expected_goals_conceded,creativity,threat,expected_assists,total_points,player_name,ict_index,fdr_attack,fdr_defense,is_home
0,2021-22,1.0,0,Chelsea,22.4,0,1,32,2,,,143,1,1,90,,0.0,0.0,,8,Edouard Mendy,2.2,3.0,3.0,1
0,2021-22,1.0,0,Arsenal,0.0,0,0,0,2,,,2,0,6,0,,0.0,0.0,,0,Rúnar Alex Rúnarsson,0.0,3.0,3.0,1
0,2021-22,1.0,0,Wolves,0.0,0,0,0,2,,,427,0,17,0,,0.0,0.0,,0,Rui Pedro dos Santos Patrício,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man Utd,0.0,0,0,0,2,,,280,0,16,0,,0.0,0.0,,0,Dean Henderson,0.0,3.0,3.0,1
0,2021-22,1.0,0,West Ham,0.0,0,0,0,2,,,407,0,9,0,,0.0,0.0,,0,Darren Randolph,0.0,3.0,3.0,1
0,2021-22,1.0,0,Newcastle,0.0,0,0,0,2,,,295,0,2,0,,0.0,0.0,,0,Martin Dubravka,0.0,3.0,3.0,1
0,2021-22,1.0,0,West Ham,1.8,1,0,7,2,,,408,0,9,90,,0.0,0.0,,2,Lukasz Fabianski,0.2,3.0,3.0,1
0,2021-22,1.0,0,Aston Villa,10.2,0,1,17,2,,,30,0,14,90,,0.0,0.0,,5,Emiliano Martínez,1.0,3.0,3.0,1
0,2021-22,1.0,0,Newcastle,0.0,0,0,0,2,,,514,0,2,0,,0.0,0.0,,0,Mark Gillespie,0.0,3.0,3.0,1
0,2021-22,1.0,0,Norwich,0.0,5,0,4,2,,,314,0,12,90,,0.0,0.0,,-2,Tim Krul,0.0,3.0,3.0,1
0,2021-22,1.0,0,Crystal Palace,0.0,0,0,0,2,,,561,0,3,0,,0.0,0.0,,0,Remi Matthews,0.0,3.0,3.0,1
0,2021-22,1.0,0,Liverpool,31.4,0,1,31,2,,,231,1,5,90,,0.0,0.0,,8,Alisson Ramses Becker,3.1,3.0,3.0,1
0,2021-22,1.0,0,Aston Villa,0.0,0,0,0,2,,,28,0,14,0,,0.0,0.0,,0,Jed Steer,0.0,3.0,3.0,1
0,2021-22,1.0,0,Wolves,32.4,1,0,14,2,,,475,0,17,90,,0.0,0.0,,3,José Malheiro de Sá,3.2,3.0,3.0,1
0,2021-22,1.0,0,Southampton,0.0,0,0,0,2,,,333,0,13,0,,0.0,0.0,,0,Fraser Forster,0.0,3.0,3.0,1
0,2021-22,1.0,0,Newcastle,0.0,0,0,0,2,,,294,0,2,0,,0.0,0.0,,0,Karl Darlow,0.0,3.0,3.0,1
0,2021-22,1.0,0,Brentford,0.0,0,0,0,2,,,92,0,7,0,,0.0,0.0,,0,Ellery Balcombe,0.0,3.0,3.0,1
0,2021-22,1.0,0,Spurs,0.0,0,0,0,2,,,352,0,20,0,,0.0,0.0,,0,Joe Hart,0.0,3.0,3.0,1
0,2021-22,1.0,0,West Ham,0.0,0,0,0,2,,,489,0,9,0,,0.0,0.0,,0,Alphonse Areola,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man City,0.0,0,0,0,2,,,260,0,15,0,,0.0,0.0,,0,Zack Steffen,0.0,3.0,3.0,1
0,2021-22,1.0,0,Watford,0.0,0,0,0,2,,,376,0,4,0,,0.0,0.0,,0,Ben Foster,0.0,3.0,3.0,1
0,2021-22,1.0,0,Southampton,17.0,1,0,12,2,,,334,0,13,90,,0.0,0.0,,2,Alex McCarthy,1.7,3.0,3.0,1
0,2021-22,1.0,0,Brighton,0.0,0,0,0,2,,,54,0,18,0,,0.0,0.0,,0,Jason Steele,0.0,3.0,3.0,1
0,2021-22,1.0,0,Crystal Palace,21.6,0,1,29,2,,,146,2,3,90,,0.0,0.0,,9,Vicente Guaita,2.2,3.0,3.0,1
0,2021-22,1.0,0,Norwich,0.0,0,0,0,2,,,313,0,12,0,,0.0,0.0,,0,Michael McGovern,0.0,3.0,3.0,1
0,2021-22,1.0,0,Watford,11.0,2,0,9,2,,,389,0,4,90,,0.0,0.0,,1,Daniel Bachmann,1.1,3.0,3.0,1
0,2021-22,1.0,0,Brighton,0.0,0,0,0,2,,,476,0,18,0,,0.0,0.0,,0,Kjell Scherpen,0.0,3.0,3.0,1
0,2021-22,1.0,0,Norwich,0.0,0,0,0,2,,,448,0,12,0,,0.0,0.0,,0,Angus Gunn,0.0,3.0,3.0,1
0,2021-22,1.0,0,Spurs,44.0,0,1,35,2,,,353,3,20,90,,10.0,0.0,,11,Hugo Lloris,5.4,3.0,3.0,1
0,2021-22,1.0,0,Leeds,44.2,2,0,20,2,,,199,0,8,90,,0.0,0.0,,3,Illan Meslier,4.4,3.0,3.0,1
0,2021-22,1.0,0,Leeds,0.0,0,0,0,2,,,183,0,8,0,,0.0,0.0,,0,Francisco Casilla Cortés,0.0,3.0,3.0,1
0,2021-22,1.0,0,Brentford,0.0,0,0,0,2,,,94,0,7,0,,0.0,0.0,,0,Patrik Gunnarsson,0.0,3.0,3.0,1
0,2021-22,1.0,0,Brentford,16.4,0,1,26,2,,,80,0,7,90,,0.0,0.0,,6,David Raya Martin,1.6,3.0,3.0,1
0,2021-22,1.0,0,Burnley,48.8,2,0,23,2,,,112,0,11,90,,0.0,0.0,,3,Nick Pope,4.9,3.0,3.0,1
0,2021-22,1.0,0,Leeds,0.0,0,0,0,2,,,490,0,8,0,,0.0,0.0,,0,Kristoffer Klaesson,0.0,3.0,3.0,1
0,2021-22,1.0,0,Burnley,0.0,0,0,0,2,,,117,0,11,0,,0.0,0.0,,0,Bailey Peacock-Farrell,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man Utd,0.0,0,0,0,2,,,509,0,16,0,,0.0,0.0,,0,Tom Heaton,0.0,3.0,3.0,1
0,2021-22,1.0,0,Spurs,0.0,0,0,0,2,,,486,0,20,0,,0.0,0.0,,0,Pierluigi Gollini,0.0,3.0,3.0,1
0,2021-22,1.0,0,Burnley,0.0,0,0,0,2,,,480,0,11,0,,0.0,0.0,,0,Wayne Hennessey,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man Utd,19.0,1,0,13,2,,,270,0,16,90,,0.0,0.0,,3,David de Gea,1.9,3.0,3.0,1
0,2021-22,1.0,0,Wolves,0.0,0,0,0,2,,,444,0,17,0,,0.0,0.0,,0,Andreas Söndergaard,0.0,3.0,3.0,1
0,2021-22,1.0,0,Burnley,0.0,0,0,0,2,,,114,0,11,0,,0.0,0.0,,0,Will Norris,0.0,3.0,3.0,1
0,2021-22,1.0,0,Everton,10.0,2,0,12,2,,,170,0,10,90,,0.0,0.0,,1,Jordan Pickford,1.0,3.0,3.0,1
0,2021-22,1.0,0,Arsenal,24.2,2,0,17,2,,,1,0,6,90,,0.0,0.0,,2,Bernd Leno,2.4,3.0,3.0,1
0,2021-22,1.0,0,Everton,0.0,0,0,0,2,,,181,0,10,0,,0.0,0.0,,0,João Virgínia,0.0,3.0,3.0,1
0,2021-22,1.0,0,Liverpool,0.0,0,0,0,2,,,242,0,5,0,,0.0,0.0,,0,Caoimhin Kelleher,0.0,3.0,3.0,1
0,2021-22,1.0,0,Leicester,0.0,0,0,0,2,,,204,0,19,0,,0.0,0.0,,0,Danny Ward,0.0,3.0,3.0,1
0,2021-22,1.0,0,Brentford,0.0,0,0,0,2,,,556,0,7,0,,0.0,0.0,,0,Álvaro Fernández,0.0,3.0,3.0,1
0,2021-22,1.0,0,Leicester,20.0,4,0,15,2,,,200,0,19,90,,0.0,0.0,,1,Kasper Schmeichel,2.0,3.0,3.0,1
0,2021-22,1.0,0,Wolves,0.0,0,0,0,2,,,452,0,17,0,,0.0,0.0,,0,John Ruddy,0.0,3.0,3.0,1
0,2021-22,1.0,0,Brighton,0.0,0,0,0,2,,,65,0,18,0,,0.0,0.0,,0,Mathew Ryan,0.0,3.0,3.0,1
0,2021-22,1.0,0,Liverpool,0.0,0,0,0,3,,,223,0,6,0,,0.0,0.0,,0,Adrián San Miguel del Castillo,0.0,3.0,3.0,1
0,2021-22,1.0,0,Watford,0.0,0,0,0,3,,,574,0,17,0,,0.0,0.0,,0,Robert Elliot,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man City,5.4,0,1,24,3,,,257,0,1,90,,0.0,0.0,,6,Ederson Santana de Moraes,0.5,3.0,3.0,1
0,2021-22,1.0,0,Chelsea,0.0,0,0,0,3,,,129,0,11,0,,0.0,0.0,,0,Kepa Arrizabalaga,0.0,3.0,3.0,1
0,2021-22,1.0,0,Arsenal,0.0,0,0,0,3,,,532,0,12,0,,0.0,0.0,,0,Karl Hein,0.0,3.0,3.0,1
0,2021-22,1.0,0,Crystal Palace,0.0,0,0,0,3,,,156,0,19,0,,0.0,0.0,,0,Jack Butland,0.0,3.0,3.0,1
0,2021-22,1.0,0,Leicester,0.0,0,0,0,3,,,573,0,15,0,,0.0,0.0,,0,Eldin Jakupovic,0.0,3.0,3.0,1
0,2021-22,1.0,0,Everton,0.0,0,0,0,3,,,481,0,4,0,,0.0,0.0,,0,Asmir Begović,0.0,3.0,3.0,1
0,2021-22,1.0,0,Arsenal,0.0,0,0,0,3,,,559,0,12,0,,0.0,0.0,,0,Aaron Ramsdale,0.0,3.0,3.0,1
0,2021-22,1.0,0,Newcastle,26.2,2,0,16,3,,,513,0,16,90,,0.0,0.0,,2,Freddie Woodman,2.6,3.0,3.0,1
0,2021-22,1.0,0,Brighton,22.4,2,0,17,3,,,69,0,8,90,,0.0,0.0,,2,Robert Sánchez,2.2,3.0,3.0,1
0,2021-22,1.0,0,Chelsea,40.0,1,0,19,3,,,143,0,11,90,,0.0,0.0,,3,Edouard Mendy,4.0,3.0,3.0,1
0,2021-22,1.0,0,Arsenal,0.0,0,0,0,3,,,2,0,12,0,,0.0,0.0,,0,Rúnar Alex Rúnarsson,0.0,3.0,3.0,1
0,2021-22,1.0,0,Wolves,0.0,0,0,0,3,,,427,0,13,0,,0.0,0.0,,0,Rui Pedro dos Santos Patrício,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man Utd,0.0,0,0,0,3,,,280,0,20,0,,0.0,0.0,,0,Dean Henderson,0.0,3.0,3.0,1
0,2021-22,1.0,0,West Ham,0.0,0,0,0,3,,,407,0,7,0,,0.0,0.0,,0,Darren Randolph,0.0,3.0,3.0,1
0,2021-22,1.0,0,Newcastle,0.0,0,0,0,3,,,295,0,16,0,,0.0,0.0,,0,Martin Dubravka,0.0,3.0,3.0,1
0,2021-22,1.0,0,West Ham,1.8,2,0,6,3,,,408,0,7,90,,0.0,0.0,,1,Lukasz Fabianski,0.2,3.0,3.0,1
0,2021-22,1.0,0,Aston Villa,11.8,1,0,14,3,,,30,0,3,90,,0.0,0.0,,2,Emiliano Martínez,1.2,3.0,3.0,1
0,2021-22,1.0,0,Everton,0.0,0,0,0,3,,,571,0,4,0,,0.0,0.0,,0,Andy Lonergan,0.0,3.0,3.0,1
0,2021-22,1.0,0,Newcastle,0.0,0,0,0,3,,,514,0,16,0,,0.0,0.0,,0,Mark Gillespie,0.0,3.0,3.0,1
0,2021-22,1.0,0,Norwich,12.0,2,0,9,3,,,314,0,9,90,,0.0,0.0,,1,Tim Krul,1.2,3.0,3.0,1
0,2021-22,1.0,0,Crystal Palace,0.0,0,0,0,3,,,561,0,19,0,,0.0,0.0,,0,Remi Matthews,0.0,3.0,3.0,1
0,2021-22,1.0,0,Liverpool,19.8,1,0,14,3,,,231,0,6,90,,0.0,0.0,,2,Alisson Ramses Becker,2.0,3.0,3.0,1
0,2021-22,1.0,0,Aston Villa,0.0,0,0,0,3,,,28,0,3,0,,0.0,0.0,,0,Jed Steer,0.0,3.0,3.0,1
0,2021-22,1.0,0,Wolves,13.6,1,0,13,3,,,475,0,13,90,,0.0,0.0,,2,José Malheiro de Sá,1.4,3.0,3.0,1
0,2021-22,1.0,0,Southampton,0.0,0,0,0,3,,,333,0,14,0,,0.0,0.0,,0,Fraser Forster,0.0,3.0,3.0,1
0,2021-22,1.0,0,Newcastle,0.0,0,0,0,3,,,294,0,16,0,,0.0,0.0,,0,Karl Darlow,0.0,3.0,3.0,1
0,2021-22,1.0,0,Brentford,0.0,0,0,0,3,,,92,0,2,0,,0.0,0.0,,0,Ellery Balcombe,0.0,3.0,3.0,1
0,2021-22,1.0,0,Spurs,0.0,0,0,0,3,,,352,0,18,0,,0.0,0.0,,0,Joe Hart,0.0,3.0,3.0,1
0,2021-22,1.0,0,West Ham,0.0,0,0,0,3,,,489,0,7,0,,0.0,0.0,,0,Alphonse Areola,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man City,0.0,0,0,0,3,,,260,0,1,0,,0.0,0.0,,0,Zack Steffen,0.0,3.0,3.0,1
0,2021-22,1.0,0,Watford,0.0,0,0,0,3,,,376,0,17,0,,0.0,0.0,,0,Ben Foster,0.0,3.0,3.0,1
0,2021-22,1.0,0,Arsenal,0.0,0,0,0,3,,,572,0,12,0,,0.0,0.0,,0,Arthur Okonkwo,0.0,3.0,3.0,1
