goals_scored,season,element_type,assists,team,influence,goals_conceded,clean_sheets,bps,round,expected_goal_involvements,expected_goals,player_id,bonus,opponent_team,minutes,expected_goals_conceded,creativity,threat,expected_assists,total_points,player_name,ict_index,fdr_attack,fdr_defense,is_home
0,2022-23,4.0,0,Fulham,5.8,0,1,-5,2,0.0,0.0,210,0,20,90,0.0,11.3,34.0,0.0,-1,Aleksandar Mitrović,5.1,3.0,3.0,1
0,2022-23,4.0,0,Crystal Palace,0.0,0,0,0,2,0.0,0.0,496,0,12,0,0.0,0.0,0.0,0.0,0,Luke Plange,0.0,3.0,3.0,1
0,2022-23,4.0,0,Liverpool,0.0,0,0,0,2,0.0,0.0,288,0,7,0,0.0,0.0,0.0,0.0,0,Diogo Teixeira da Silva,0.0,3.0,3.0,1
0,2022-23,4.0,0,Crystal Palace,0.0,0,0,0,2,0.0,0.0,168,0,12,0,0.0,0.0,0.0,0.0,0,Jean-Philippe Mateta,0.0,3.0,3.0,1
0,2022-23,4.0,0,Everton,5.4,1,0,1,2,0.0,0.0,177,0,2,26,0.0,11.0,17.0,0.0,1,Salomón Rondón,3.3,3.0,3.0,1
0,2022-23,4.0,1,Man City,18.2,0,1,16,2,0.0,0.0,318,0,3,73,0.0,13.3,23.0,0.0,5,Erling Haaland,5.5,3.0,3.0,1
0,2022-23,4.0,1,Southampton,22.2,0,0,15,2,0.0,0.0,528,0,11,20,0.0,13.5,7.0,0.0,4,Sékou Mara,4.3,3.0,3.0,1
0,2022-23,4.0,0,Leeds,0.0,0,0,0,2,0.0,0.0,242,0,17,0,0.0,0.0,0.0,0.0,0,Joe Gelhardt,0.0,3.0,3.0,1
0,2022-23,4.0,2,Brentford,37.6,0,1,31,2,0.0,0.0,80,1,14,90,0.0,43.1,16.0,0.0,9,Ivan Toney,9.7,3.0,3.0,1
1,2022-23,4.0,0,Nott'm Forest,31.6,0,1,26,2,0.0,0.0,397,2,19,71,0.0,7.2,17.0,0.0,8,Taiwo Awoniyi,5.6,3.0,3.0,1
0,2022-23,4.0,0,Bournemouth,0.0,0,0,0,2,0.0,0.0,66,0,13,0,0.0,0.0,0.0,0.0,0,Dominic Solanke,0.0,3.0,3.0,1
0,2022-23,4.0,0,Spurs,0.0,0,0,0,2,0.0,0.0,447,0,6,0,0.0,0.0,0.0,0.0,0,Dane Scarlett,0.0,3.0,3.0,1
0,2022-23,4.0,0,Newcastle,0.0,0,0,0,2,0.0,0.0,361,0,5,0,0.0,0.0,0.0,0.0,0,Dwight Gayle,0.0,3.0,3.0,1
0,2022-23,4.0,0,Man Utd,0.0,0,0,0,2,0.0,0.0,345,0,4,0,0.0,0.0,0.0,0.0,0,Anthony Martial,0.0,3.0,3.0,1
1,2022-23,4.0,0,Brentford,32.2,0,1,27,2,0.0,0.0,95,0,14,72,0.0,2.8,27.0,0.0,6,Bryan Mbeumo,6.2,3.0,3.0,1
0,2022-23,4.0,0,Man City,0.0,0,0,1,2,0.0,0.0,319,0,3,16,0.0,0.5,0.0,0.0,1,Julián Álvarez,0.0,3.0,3.0,1
0,2022-23,4.0,0,Aston Villa,0.0,0,0,0,2,0.0,0.0,54,0,8,0,0.0,0.0,0.0,0.0,0,Cameron Archer,0.0,3.0,3.0,1
0,2022-23,4.0,0,Man City,0.0,0,0,0,2,0.0,0.0,323,0,3,0,0.0,0.0,0.0,0.0,0,Liam Delap,0.0,3.0,3.0,1
0,2022-23,4.0,0,Aston Villa,0.0,0,0,0,2,0.0,0.0,52,0,8,0,0.0,0.0,0.0,0.0,0,Keinan Davis,0.0,3.0,3.0,1
0,2022-23,4.0,0,Liverpool,0.0,0,0,0,2,0.0,0.0,279,0,7,0,0.0,0.0,0.0,0.0,0,Roberto Firmino,0.0,3.0,3.0,1
0,2022-23,4.0,0,West Ham,4.4,1,0,7,2,0.0,0.0,458,0,16,68,0.0,20.6,18.0,0.0,2,Michail Antonio,4.3,3.0,3.0,1
0,2022-23,4.0,0,Wolves,0.0,0,0,0,2,0.0,0.0,476,0,9,0,0.0,0.0,0.0,0.0,0,Raúl Jiménez,0.0,3.0,3.0,1
0,2022-23,4.0,0,Chelsea,10.0,1,0,0,2,0.0,0.0,145,0,18,89,0.0,13.8,37.0,0.0,1,Kai Havertz,6.1,3.0,3.0,1
0,2022-23,4.0,1,Southampton,17.4,0,0,15,2,0.0,0.0,408,0,11,29,0.0,11.1,4.0,0.0,4,Adam Armstrong,3.3,3.0,3.0,1
0,2022-23,4.0,0,Brighton,2.4,0,1,6,2,0.0,0.0,103,0,15,90,0.0,12.5,24.0,0.0,2,Danny Welbeck,3.9,3.0,3.0,1
0,2022-23,4.0,0,Chelsea,0.0,0,0,0,2,0.0,0.0,137,0,18,0,0.0,0.0,0.0,0.0,0,Timo Werner,0.0,3.0,3.0,1
0,2022-23,4.0,2,Aston Villa,40.8,1,0,27,2,0.0,0.0,40,3,8,90,0.0,25.0,45.0,0.0,11,Ollie Watkins,11.1,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,2.0,0,0,-2,2,0.0,0.0,391,0,19,18,0.0,0.3,0.0,0.0,0,Sam Surridge,0.2,3.0,3.0,1
0,2022-23,4.0,0,Leicester,9.6,3,0,10,2,0.0,0.0,255,0,1,69,0.0,12.5,2.0,0.0,2,Jamie Vardy,2.4,3.0,3.0,1
0,2022-23,4.0,0,Bournemouth,5.2,4,0,5,2,0.0,0.0,62,0,13,89,0.0,11.8,4.0,0.0,2,Kieffer Moore,2.1,3.0,3.0,1
0,2022-23,4.0,0,Brentford,0.0,0,0,0,2,0.0,0.0,541,0,14,0,0.0,0.0,0.0,0.0,0,Halil Dervişoğlu,0.0,3.0,3.0,1
0,2022-23,4.0,1,Leicester,19.2,1,0,13,2,0.0,0.0,262,0,1,20,0.0,30.5,8.0,0.0,4,Kelechi Iheanacho,5.8,3.0,3.0,1
0,2022-23,4.0,0,Brentford,0.0,0,0,0,2,0.0,0.0,97,0,14,0,0.0,0.0,0.0,0.0,0,Marcus Forss,0.0,3.0,3.0,1
0,2022-23,4.0,0,Everton,0.0,0,0,0,2,0.0,0.0,191,0,2,0,0.0,0.0,0.0,0.0,0,Dominic Calvert-Lewin,0.0,3.0,3.0,1
0,2022-23,4.0,0,Brighton,0.0,0,0,0,2,0.0,0.0,110,0,15,0,0.0,0.0,0.0,0.0,0,Neal Maupay,0.0,3.0,3.0,1
0,2022-23,4.0,0,Leicester,9.0,1,0,2,2,0.0,0.0,271,0,1,27,0.0,3.3,20.0,0.0,1,Patson Daka,3.2,3.0,3.0,1
0,2022-23,4.0,0,Spurs,0.4,1,0,-1,2,0.0,0.0,454,0,6,33,0.0,0.3,0.0,0.0,1,Richarlison de Andrade,0.1,3.0,3.0,1
0,2022-23,4.0,0,Newcastle,1.0,0,1,2,2,0.0,0.0,356,0,5,86,0.0,14.8,2.0,0.0,2,Callum Wilson,1.8,3.0,3.0,1
0,2022-23,4.0,0,Leeds,0.0,0,0,1,2,0.0,0.0,227,0,17,27,0.0,1.0,41.0,0.0,1,Patrick Bamford,3.8,3.0,3.0,1
1,2022-23,4.0,0,Spurs,39.6,2,0,32,2,0.0,0.0,427,2,6,90,0.0,33.1,44.0,0.0,8,Harry Kane,11.7,3.0,3.0,1
0,2022-23,4.0,0,Brighton,0.0,0,0,0,2,0.0,0.0,125,0,15,0,0.0,0.0,0.0,0.0,0,Julio Enciso,0.0,3.0,3.0,1
2,2022-23,4.0,2,Arsenal,98.6,2,0,65,2,0.0,0.0,28,3,10,83,0.0,33.7,105.0,0.0,19,Gabriel Fernando de Jesus,23.7,3.0,3.0,1
0,2022-23,4.0,0,Fulham,0.0,0,0,2,2,0.0,0.0,219,0,20,7,0.0,0.0,0.0,0.0,1,Jay Stansfield,0.0,3.0,3.0,1
0,2022-23,4.0,0,Spurs,0.0,0,0,0,2,0.0,0.0,453,0,6,0,0.0,0.0,0.0,0.0,0,Troy Parrott,0.0,3.0,3.0,1
0,2022-23,4.0,0,Arsenal,2.2,0,0,1,2,0.0,0.0,11,0,10,6,0.0,0.5,17.0,0.0,1,Eddie Nketiah,2.0,3.0,3.0,1
0,2022-23,4.0,0,Wolves,0.0,0,0,0,2,0.0,0.0,488,0,9,0,0.0,0.0,0.0,0.0,0,Fabio Silva,0.0,3.0,3.0,1
0,2022-23,4.0,0,Liverpool,0.0,1,0,-15,2,0.0,0.0,297,0,7,56,0.0,1.1,44.0,0.0,-2,Darwin Núñez Ribeiro,3.5,3.0,3.0,1
0,2022-23,4.0,0,Fulham,0.0,0,0,0,2,0.0,0.0,218,0,20,0,0.0,0.0,0.0,0.0,0,Rodrigo Muniz Carvalho,0.0,3.0,3.0,1
1,2022-23,4.0,0,Aston Villa,31.8,0,1,23,2,0.0,0.0,30,1,8,77,0.0,10.0,47.0,0.0,6,Danny Ings,8.9,3.0,3.0,1
0,2022-23,4.0,0,Crystal Palace,3.6,0,0,1,2,0.0,0.0,166,0,12,27,0.0,0.8,2.0,0.0,0,Odsonne Edouard,0.6,3.0,3.0,1
0,2022-23,4.0,0,Crystal Palace,0.0,0,0,0,2,0.0,0.0,155,0,12,0,0.0,0.0,0.0,0.0,0,Christian Benteke,0.0,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,0.0,0,0,0,2,0.0,0.0,380,0,19,0,0.0,0.0,0.0,0.0,0,Lyle Taylor,0.0,3.0,3.0,1
0,2022-23,4.0,0,Brighton,0.0,0,0,0,2,0.0,0.0,123,0,15,0,0.0,0.0,0.0,0.0,0,Deniz Undav,0.0,3.0,3.0,1
0,2022-23,4.0,0,Chelsea,0.0,0,0,0,3,0.0,0.0,150,0,11,0,0.0,0.0,0.0,0.0,0,Armando Broja,0.0,3.0,3.0,1
1,2022-23,4.0,0,Nott'm Forest,38.0,1,0,32,3,0.0,0.0,394,3,8,90,0.0,10.8,27.0,0.0,9,Brennan Johnson,7.6,3.0,3.0,1
0,2022-23,4.0,0,West Ham,2.4,1,0,4,3,0.0,0.0,529,0,5,28,0.0,10.5,2.0,0.0,1,Gianluca Scamacca,1.5,3.0,3.0,1
2,2022-23,4.0,0,Southampton,64.0,0,0,53,3,0.0,0.0,411,3,10,31,0.0,0.5,38.0,0.0,12,Che Adams,10.3,3.0,3.0,1
0,2022-23,4.0,0,Leeds,4.0,0,0,3,3,0.0,0.0,237,0,6,7,0.0,0.0,0.0,0.0,1,Sam Greenwood,0.4,3.0,3.0,1
0,2022-23,4.0,0,Man Utd,0.0,0,0,1,3,0.0,0.0,326,0,12,4,0.0,0.0,3.0,0.0,1,Cristiano Ronaldo dos Santos Aveiro,0.2,3.0,3.0,1
0,2022-23,4.0,0,Newcastle,2.6,0,0,4,3,0.0,0.0,354,0,13,21,0.0,0.8,0.0,0.0,1,Chris Wood,0.3,3.0,3.0,1
1,2022-23,4.0,0,Fulham,47.8,2,0,14,3,0.0,0.0,210,0,4,90,0.0,1.3,129.0,0.0,6,Aleksandar Mitrović,17.8,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,0.0,0,0,0,3,0.0,0.0,585,0,8,0,0.0,0.0,0.0,0.0,0,Emmanuel Dennis,0.0,3.0,3.0,1
0,2022-23,4.0,0,Crystal Palace,0.0,0,0,0,3,0.0,0.0,496,0,2,0,0.0,0.0,0.0,0.0,0,Luke Plange,0.0,3.0,3.0,1
0,2022-23,4.0,0,Liverpool,0.0,0,0,0,3,0.0,0.0,288,0,14,0,0.0,0.0,0.0,0.0,0,Diogo Teixeira da Silva,0.0,3.0,3.0,1
1,2022-23,4.0,0,Crystal Palace,30.0,0,0,24,3,0.0,0.0,168,0,2,20,0.0,0.8,17.0,0.0,5,Jean-Philippe Mateta,4.8,3.0,3.0,1
0,2022-23,4.0,0,Everton,0.0,0,0,0,3,0.0,0.0,177,0,16,56,0.0,12.7,19.0,0.0,1,Salomón Rondón,3.1,3.0,3.0,1
1,2022-23,4.0,0,Man City,43.0,3,0,28,3,0.0,0.0,318,0,15,90,0.0,11.9,70.0,0.0,6,Erling Haaland,12.5,3.0,3.0,1
0,2022-23,4.0,0,Southampton,2.2,1,0,1,3,0.0,0.0,528,0,10,58,0.0,0.8,6.0,0.0,1,Sékou Mara,0.9,3.0,3.0,1
0,2022-23,4.0,0,Leeds,0.0,0,0,-1,3,0.0,0.0,242,0,6,7,0.0,0.1,0.0,0.0,1,Joe Gelhardt,0.0,3.0,3.0,1
1,2022-23,4.0,0,Brentford,37.8,3,0,25,3,0.0,0.0,80,2,9,90,0.0,13.1,48.0,0.0,8,Ivan Toney,9.9,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,7.2,0,1,7,3,0.0,0.0,397,0,8,60,0.0,14.0,23.0,0.0,2,Taiwo Awoniyi,4.4,3.0,3.0,1
0,2022-23,4.0,0,Bournemouth,0.0,0,0,0,3,0.0,0.0,66,0,1,0,0.0,0.0,0.0,0.0,0,Dominic Solanke,0.0,3.0,3.0,1
0,2022-23,4.0,0,Spurs,0.0,0,0,0,3,0.0,0.0,447,0,20,0,0.0,0.0,0.0,0.0,0,Dane Scarlett,0.0,3.0,3.0,1
0,2022-23,4.0,0,Newcastle,0.0,0,0,0,3,0.0,0.0,361,0,13,0,0.0,0.0,0.0,0.0,0,Dwight Gayle,0.0,3.0,3.0,1
0,2022-23,4.0,1,Man Utd,24.4,1,0,19,3,0.0,0.0,345,0,12,45,0.0,24.0,6.0,0.0,4,Anthony Martial,5.4,3.0,3.0,1
0,2022-23,4.0,0,Brentford,13.4,3,0,16,3,0.0,0.0,95,0,9,90,0.0,42.4,40.0,0.0,2,Bryan Mbeumo,9.6,3.0,3.0,1
0,2022-23,4.0,0,Man City,0.0,0,0,0,3,0.0,0.0,319,0,15,0,0.0,0.0,0.0,0.0,0,Julián Álvarez,0.0,3.0,3.0,1
0,2022-23,4.0,0,Aston Villa,0.0,0,0,0,3,0.0,0.0,54,0,7,0,0.0,0.0,0.0,0.0,0,Cameron Archer,0.0,3.0,3.0,1
0,2022-23,4.0,0,Man City,0.0,0,0,0,3,0.0,0.0,323,0,15,0,0.0,0.0,0.0,0.0,0,Liam Delap,0.0,3.0,3.0,1
0,2022-23,4.0,0,Aston Villa,0.0,0,0,0,3,0.0,0.0,52,0,7,0,0.0,0.0,0.0,0.0,0,Keinan Davis,0.0,3.0,3.0,1
0,2022-23,4.0,0,Liverpool,16.4,2,0,12,3,0.0,0.0,279,0,14,90,0.0,15.1,25.0,0.0,2,Roberto Firmino,5.7,3.0,3.0,1
0,2022-23,4.0,0,West Ham,1.6,2,0,4,3,0.0,0.0,458,0,5,74,0.0,11.1,6.0,0.0,2,Michail Antonio,1.9,3.0,3.0,1
0,2022-23,4.0,0,Wolves,1.0,1,0,4,3,0.0,0.0,476,0,18,31,0.0,0.0,6.0,0.0,1,Raúl Jiménez,0.7,3.0,3.0,1
0,2022-23,4.0,0,Chelsea,7.8,3,0,-2,3,0.0,0.0,145,0,11,90,0.0,13.7,8.0,0.0,2,Kai Havertz,3.0,3.0,3.0,1
0,2022-23,4.0,0,Southampton,2.6,1,0,5,3,0.0,0.0,408,0,10,69,0.0,1.3,4.0,0.0,2,Adam Armstrong,0.8,3.0,3.0,1
0,2022-23,4.0,1,Brighton,4.6,0,1,15,3,0.0,0.0,103,0,19,90,0.0,17.7,6.0,0.0,5,Danny Welbeck,2.8,3.0,3.0,1
0,2022-23,4.0,0,Chelsea,0.0,0,0,0,3,0.0,0.0,137,0,11,0,0.0,0.0,0.0,0.0,0,Timo Werner,0.0,3.0,3.0,1
1,2022-23,4.0,0,Aston Villa,34.8,3,0,27,3,0.0,0.0,40,0,7,90,0.0,4.7,17.0,0.0,6,Ollie Watkins,5.7,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,0.0,0,0,0,3,0.0,0.0,391,0,8,0,0.0,0.0,0.0,0.0,0,Sam Surridge,0.0,3.0,3.0,1
0,2022-23,4.0,0,Leicester,0.0,0,1,5,3,0.0,0.0,255,0,17,64,0.0,0.3,3.0,0.0,2,Jamie Vardy,0.3,3.0,3.0,1
0,2022-23,4.0,0,Bournemouth,0.0,3,0,2,3,0.0,0.0,62,0,1,90,0.0,11.7,16.0,0.0,2,Kieffer Moore,2.7,3.0,3.0,1
0,2022-23,4.0,0,Brentford,0.0,0,0,0,3,0.0,0.0,541,0,9,0,0.0,0.0,0.0,0.0,0,Halil Dervişoğlu,0.0,3.0,3.0,1
0,2022-23,4.0,0,Leicester,0.0,1,0,1,3,0.0,0.0,262,0,17,14,0.0,0.3,0.0,0.0,1,Kelechi Iheanacho,0.0,3.0,3.0,1
0,2022-23,4.0,0,Brentford,0.0,0,0,0,3,0.0,0.0,97,0,9,0,0.0,0.0,0.0,0.0,0,Marcus Forss,0.0,3.0,3.0,1
0,2022-23,4.0,0,Everton,0.0,0,0,0,3,0.0,0.0,191,0,16,0,0.0,0.0,0.0,0.0,0,Dominic Calvert-Lewin,0.0,3.0,3.0,1
0,2022-23,4.0,0,Brighton,0.0,0,0,0,3,0.0,0.0,110,0,19,0,0.0,0.0,0.0,0.0,0,Neal Maupay,0.0,3.0,3.0,1
0,2022-23,4.0,0,Leicester,0.0,2,0,-2,3,0.0,0.0,271,0,17,25,0.0,0.3,0.0,0.0,0,Patson Daka,0.0,3.0,3.0,1
0,2022-23,4.0,0,Fulham,0.0,0,0,0,3,0.0,0.0,591,0,4,0,0.0,0.0,0.0,0.0,0,Terry Ablade,0.0,3.0,3.0,1
0,2022-23,4.0,0,Spurs,4.4,0,0,3,3,0.0,0.0,454,0,20,14,0.0,0.7,6.0,0.0,1,Richarlison de Andrade,1.1,3.0,3.0,1
1,2022-23,4.0,0,Newcastle,34.2,3,0,26,3,0.0,0.0,356,0,13,69,0.0,0.4,76.0,0.0,6,Callum Wilson,11.1,3.0,3.0,1
0,2022-23,4.0,0,Leeds,0.0,0,0,0,3,0.0,0.0,227,0,6,0,0.0,0.0,0.0,0.0,0,Patrick Bamford,0.0,3.0,3.0,1
1,2022-23,4.0,0,Spurs,40.6,0,1,30,3,0.0,0.0,427,1,20,90,0.0,26.2,80.0,0.0,6,Harry Kane,14.7,3.0,3.0,1
0,2022-23,4.0,0,Brighton,0.0,0,0,0,3,0.0,0.0,125,0,19,0,0.0,0.0,0.0,0.0,0,Julio Enciso,0.0,3.0,3.0,1
0,2022-23,4.0,1,Arsenal,25.6,0,1,15,3,0.0,0.0,28,0,3,90,0.0,23.1,54.0,0.0,4,Gabriel Fernando de Jesus,10.3,3.0,3.0,1
0,2022-23,4.0,1,Fulham,8.4,2,0,17,3,0.0,0.0,219,0,4,76,0.0,12.8,42.0,0.0,5,Jay Stansfield,6.3,3.0,3.0,1
0,2022-23,4.0,0,Spurs,0.0,0,0,0,3,0.0,0.0,453,0,20,0,0.0,0.0,0.0,0.0,0,Troy Parrott,0.0,3.0,3.0,1
0,2022-23,4.0,0,Arsenal,5.4,0,0,-1,3,0.0,0.0,11,0,3,16,0.0,10.9,17.0,0.0,1,Eddie Nketiah,3.3,3.0,3.0,1
0,2022-23,4.0,0,Wolves,0.0,0,0,0,3,0.0,0.0,488,0,18,0,0.0,0.0,0.0,0.0,0,Fabio Silva,0.0,3.0,3.0,1
0,2022-23,4.0,0,Liverpool,0.0,0,0,0,3,0.0,0.0,297,0,14,0,0.0,0.0,0.0,0.0,0,Darwin Núñez Ribeiro,0.0,3.0,3.0,1
0,2022-23,4.0,0,Fulham,0.0,0,0,0,3,0.0,0.0,218,0,4,0,0.0,0.0,0.0,0.0,0,Rodrigo Muniz Carvalho,0.0,3.0,3.0,1
0,2022-23,4.0,0,Aston Villa,1.0,1,0,1,3,0.0,0.0,30,0,7,24,0.0,0.0,17.0,0.0,1,Danny Ings,1.8,3.0,3.0,1
0,2022-23,4.0,1,Crystal Palace,21.6,1,0,11,3,0.0,0.0,166,0,2,69,0.0,13.4,33.0,0.0,5,Odsonne Edouard,6.8,3.0,3.0,1
0,2022-23,4.0,0,Crystal Palace,0.0,0,0,0,3,0.0,0.0,155,0,2,0,0.0,0.0,0.0,0.0,0,Christian Benteke,0.0,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,0.0,0,0,0,3,0.0,0.0,380,0,8,0,0.0,0.0,0.0,0.0,0,Lyle Taylor,0.0,3.0,3.0,1
0,2022-23,4.0,0,Brighton,0.0,0,0,0,3,0.0,0.0,123,0,19,0,0.0,0.0,0.0,0.0,0,Deniz Undav,0.0,3.0,3.0,1
0,2022-23,4.0,0,Chelsea,0.0,0,0,0,4,0.0,0.0,150,0,10,0,0.0,0.0,0.0,0.0,0,Armando Broja,0.0,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,1.6,2,0,5,4,0.0,0.0,394,0,18,90,0.0,3.3,26.0,0.0,1,Brennan Johnson,3.1,3.0,3.0,1
0,2022-23,4.0,0,West Ham,9.4,0,1,8,4,0.0,0.0,529,0,2,64,0.0,12.3,9.0,0.0,2,Gianluca Scamacca,3.1,3.0,3.0,1
0,2022-23,4.0,0,Southampton,2.6,1,0,6,4,0.0,0.0,411,0,14,90,0.0,12.0,64.0,0.0,2,Che Adams,7.9,3.0,3.0,1
0,2022-23,4.0,0,Leeds,0.0,0,0,0,4,0.0,0.0,237,0,5,0,0.0,0.0,0.0,0.0,0,Sam Greenwood,0.0,3.0,3.0,1
0,2022-23,4.0,0,Man Utd,0.0,0,0,-1,4,0.0,0.0,326,0,17,22,0.0,0.7,8.0,0.0,1,Cristiano Ronaldo dos Santos Aveiro,0.8,3.0,3.0,1
0,2022-23,4.0,0,Newcastle,7.2,1,0,4,4,0.0,0.0,354,0,20,64,0.0,11.5,37.0,0.0,2,Chris Wood,5.6,3.0,3.0,1
1,2022-23,4.0,0,Fulham,38.8,2,0,27,4,0.0,0.0,210,1,1,90,0.0,11.1,41.0,0.0,7,Aleksandar Mitrović,9.1,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,0.0,1,0,-2,4,0.0,0.0,585,0,18,21,0.0,1.0,14.0,0.0,1,Emmanuel Dennis,1.4,3.0,3.0,1
0,2022-23,4.0,0,Crystal Palace,0.0,0,0,0,4,0.0,0.0,496,0,13,0,0.0,0.0,0.0,0.0,0,Luke Plange,0.0,3.0,3.0,1
0,2022-23,4.0,0,Liverpool,0.0,0,0,0,4,0.0,0.0,288,0,3,0,0.0,0.0,0.0,0.0,0,Diogo Teixeira da Silva,0.0,3.0,3.0,1
0,2022-23,4.0,0,Crystal Palace,1.0,1,0,0,4,0.0,0.0,168,0,13,16,0.0,0.5,0.0,0.0,0,Jean-Philippe Mateta,0.2,3.0,3.0,1
0,2022-23,4.0,0,Everton,0.0,0,0,2,4,0.0,0.0,177,0,4,4,0.0,0.3,0.0,0.0,1,Salomón Rondón,0.0,3.0,3.0,1
0,2022-23,4.0,0,Newcastle,0.0,0,0,0,4,0.0,0.0,594,0,20,0,0.0,0.0,0.0,0.0,0,Alexander Isak,0.0,3.0,3.0,1
3,2022-23,4.0,0,Man City,87.2,2,0,73,4,0.0,0.0,318,3,7,83,0.0,1.3,105.0,0.0,17,Erling Haaland,19.4,3.0,3.0,1
0,2022-23,4.0,0,Southampton,0.0,0,0,1,4,0.0,0.0,528,0,14,13,0.0,0.1,22.0,0.0,1,Sékou Mara,2.0,3.0,3.0,1
0,2022-23,4.0,0,Leeds,1.4,0,0,3,4,0.0,0.0,242,0,5,8,0.0,0.3,8.0,0.0,1,Joe Gelhardt,1.0,3.0,3.0,1
0,2022-23,4.0,0,Brentford,0.0,1,0,-1,4,0.0,0.0,80,0,8,90,0.0,16.6,11.0,0.0,2,Ivan Toney,2.8,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,1.4,1,0,3,4,0.0,0.0,397,0,18,15,0.0,10.5,0.0,0.0,1,Taiwo Awoniyi,1.2,3.0,3.0,1
0,2022-23,4.0,0,Bournemouth,0.0,4,0,1,4,0.0,0.0,66,0,12,45,0.0,1.4,2.0,0.0,1,Dominic Solanke,0.3,3.0,3.0,1
0,2022-23,4.0,0,Spurs,0.0,0,0,0,4,0.0,0.0,447,0,16,0,0.0,0.0,0.0,0.0,0,Dane Scarlett,0.0,3.0,3.0,1
0,2022-23,4.0,0,Newcastle,0.0,0,0,0,4,0.0,0.0,361,0,20,0,0.0,0.0,0.0,0.0,0,Dwight Gayle,0.0,3.0,3.0,1
0,2022-23,4.0,0,Man Utd,0.0,0,0,0,4,0.0,0.0,345,0,17,0,0.0,0.0,0.0,0.0,0,Anthony Martial,0.0,3.0,3.0,1
0,2022-23,4.0,0,Brentford,1.2,1,0,4,4,0.0,0.0,95,0,8,77,0.0,18.0,42.0,0.0,2,Bryan Mbeumo,6.1,3.0,3.0,1
0,2022-23,4.0,0,Man City,1.6,0,0,4,4,0.0,0.0,319,0,7,29,0.0,3.7,4.0,0.0,1,Julián Álvarez,0.9,3.0,3.0,1
0,2022-23,4.0,0,Aston Villa,0.2,0,0,3,4,0.0,0.0,54,0,19,1,0.0,0.2,0.0,0.0,1,Cameron Archer,0.0,3.0,3.0,1
0,2022-23,4.0,0,Man City,0.0,0,0,0,4,0.0,0.0,323,0,7,0,0.0,0.0,0.0,0.0,0,Liam Delap,0.0,3.0,3.0,1
0,2022-23,4.0,0,Aston Villa,0.0,0,0,0,4,0.0,0.0,52,0,19,0,0.0,0.0,0.0,0.0,0,Keinan Davis,0.0,3.0,3.0,1
2,2022-23,4.0,3,Liverpool,125.8,0,1,81,4,0.0,0.0,279,3,3,68,0.0,49.8,128.0,0.0,22,Roberto Firmino,30.4,3.0,3.0,1
0,2022-23,4.0,0,West Ham,1.6,0,0,2,4,0.0,0.0,458,0,2,25,0.0,1.2,2.0,0.0,1,Michail Antonio,0.5,3.0,3.0,1
0,2022-23,4.0,0,Wolves,7.6,1,0,2,4,0.0,0.0,476,0,15,90,0.0,2.6,37.0,0.0,2,Raúl Jiménez,4.7,3.0,3.0,1
0,2022-23,4.0,0,Chelsea,5.0,1,0,-5,4,0.0,0.0,145,0,10,90,0.0,4.8,6.0,0.0,1,Kai Havertz,1.6,3.0,3.0,1
0,2022-23,4.0,0,Southampton,9.6,1,0,8,4,0.0,0.0,408,0,14,76,0.0,25.7,25.0,0.0,2,Adam Armstrong,6.0,3.0,3.0,1
0,2022-23,4.0,0,Brighton,6.8,0,1,7,4,0.0,0.0,103,0,11,87,0.0,26.3,2.0,0.0,2,Danny Welbeck,3.5,3.0,3.0,1
0,2022-23,4.0,0,Chelsea,0.0,0,0,0,4,0.0,0.0,137,0,10,0,0.0,0.0,0.0,0.0,0,Timo Werner,0.0,3.0,3.0,1
0,2022-23,4.0,0,Aston Villa,4.6,1,0,6,4,0.0,0.0,40,0,19,90,0.0,2.5,35.0,0.0,2,Ollie Watkins,4.2,3.0,3.0,1
0,2022-23,4.0,0,Nott'm Forest,0.2,0,0,3,4,0.0,0.0,391,0,18,1,0.0,0.1,0.0,0.0,1,Sam Surridge,0.0,3.0,3.0,1
0,2022-23,4.0,1,Leicester,17.4,2,0,3,4,0.0,0.0,255,0,6,90,0.0,10.8,47.0,0.0,5,Jamie Vardy,7.5,3.0,3.0,1
0,2022-23,4.0,0,Bournemouth,11.4,9,0,7,4,0.0,0.0,62,0,12,90,0.0,1.8,25.0,0.0,2,Kieffer Moore,3.8,3.0,3.0,1
0,2022-23,4.0,0,Bournemouth,0.0,0,0,0,4,0.0,0.0,597,0,12,0,0.0,0.0,0.0,0.0,0,Christian Saydee,0.0,3.0,3.0,1
0,2022-23,4.0,0,Brentford,0.0,0,0,0,4,0.0,0.0,541,0,8,0,0.0,0.0,0.0,0.0,0,Halil Dervişoğlu,0.0,3.0,3.0,1
